Global_Session_ID,Transaction_Str
U0250_6,"Dorms,CS_Building,Dorms,Library,Cafeteria,Library"
U0250_7,"Dorms,Cafeteria,Math_Building,Dorms,Cafeteria"
U0250_8,"Dorms,CS_Building,Library,Dorms"
U0250_9,"Dorms,Cafeteria,Math_Building,Student_Center,Library,Cafeteria,Library,Dorms"
U0251_1,"Cafeteria,Math_Building,Library"
U0251_10,"Dorms,CS_Building,Library,Dorms"
U0251_11,"Dorms,CS_Building,Library,Dorms,Math_Building,Student_Center,Library"
U0251_12,"Dorms,Math_Building,Cafeteria,CS_Building,Cafeteria,Library,Gym"
U0251_13,"Dorms,Math_Building,Student_Center,Gym,Cafeteria"
U0251_14,"Math_Building,Student_Center,Gym,Dorms,Cafeteria,Math_Building,Cafeteria"
U0251_2,"Dorms,Cafeteria,Student_Center,Gym,Dorms"
U0251_3,"Gym,Dorms,Cafeteria,Student_Center,Library,Dorms,CS_Building,Dorms,Cafeteria,CS_Building,Dorms,Cafeteria"
U0251_4,"Dorms,Cafeteria,Library"
U0251_5,"Dorms,Cafeteria,CS_Building,Student_Center,Dorms,Cafeteria,CS_Building,Library"
U0251_6,"Dorms,Cafeteria,Math_Building,Library,Dorms,Cafeteria,Math_Building,Cafeteria"
U0251_7,"Dorms,CS_Building,Library,Cafeteria"
U0251_8,"Dorms,Cafeteria,Math_Building,Dorms,Math_Building,Dorms"
U0251_9,"Dorms,CS_Building,Cafeteria,CS_Building,Dorms,Cafeteria,Math_Building,Library"
U0252_1,"Dorms,Cafeteria,CS_Building,Student_Center,Gym,Dorms,Cafeteria"
U0252_10,"Dorms,Cafeteria,Library,Cafeteria,CS_Building,Cafeteria,Student_Center,Library"
U0252_11,"Dorms,CS_Building,Student_Center,Gym,Dorms,Cafeteria,Math_Building"
U0252_12,"Dorms,Cafeteria,CS_Building"
U0252_13,"Dorms,CS_Building,Student_Center,Gym,Dorms,Math_Building,Dorms,Math_Building"
U0252_14,"Dorms,CS_Building,Student_Center"
U0252_15,"Gym,Dorms,Cafeteria,CS_Building,Library,Dorms,Math_Building,Library"
U0252_16,"Dorms,Cafeteria,Math_Building,Library"
U0252_17,"Cafeteria,Math_Building,Dorms"
U0252_2,"Dorms,CS_Building,Cafeteria,Math_Building,Dorms,Math_Building,Student_Center"
U0252_3,"Student_Center,Library,Dorms,CS_Building,Library"
U0252_4,"Dorms,CS_Building,Cafeteria"
U0252_5,"Dorms,Cafeteria,CS_Building"
U0252_6,"Dorms,Cafeteria,CS_Building,Cafeteria"
U0252_7,"Dorms,Cafeteria,Math_Building,Cafeteria,Dorms,Library,Cafeteria,CS_Building,Library,Dorms,Math_Building"
U0252_8,"Dorms,Math_Building,Student_Center,Gym,Dorms"
U0252_9,"Dorms,Cafeteria,CS_Building"
U0253_1,"Dorms,Cafeteria,Math_Building,Library,Cafeteria,Math_Building,Gym,Dorms,Cafeteria,CS_Building,Cafeteria,CS_Building,Student_Center"
U0253_10,"Dorms,Cafeteria,Library"
U0253_11,"Gym,Dorms,Cafeteria,Math_Building,Dorms"
U0253_12,"Dorms,Cafeteria,Math_Building"
U0253_13,"Dorms,Cafeteria,Math_Building,Library,Dorms,Cafeteria"
U0253_2,"Dorms,Library,Dorms,Cafeteria"
U0253_3,"Dorms,Cafeteria,Math_Building,Cafeteria"
U0253_4,"Dorms,Cafeteria,Library,Student_Center,Dorms,Math_Building,Cafeteria,Math_Building,Library,Cafeteria"
U0253_5,"Dorms,Cafeteria,Math_Building,Cafeteria,Math_Building,Library"
U0253_6,"Dorms,Cafeteria,CS_Building"
U0253_7,"Math_Building,Student_Center,Dorms"
U0253_8,"Dorms,CS_Building,Student_Center"
U0253_9,"Dorms,Library,Gym,Dorms,Cafeteria"
U0254_1,"Dorms,CS_Building,Library,Student_Center,Dorms"
U0254_10,"Dorms,Cafeteria,CS_Building,Cafeteria,CS_Building,Library"
U0254_11,"Dorms,Library,Dorms,Math_Building,Library"
U0254_2,"Student_Center,Gym,Dorms,Math_Building,Dorms,Cafeteria,Student_Center,Dorms"
U0254_3,"Dorms,Math_Building,Library,Dorms,Math_Building"
U0254_4,"Dorms,Cafeteria,Student_Center,Library,Cafeteria,Math_Building,Cafeteria"
U0254_5,"Dorms,CS_Building,Student_Center,Library,Student_Center,Library,Dorms,Math_Building,Student_Center,Gym"
U0254_6,"Dorms,Cafeteria,CS_Building,Library,Dorms,Cafeteria"
U0254_7,"Dorms,CS_Building,Library,Gym,Dorms"
U0254_8,"Dorms,CS_Building,Library,Dorms,Cafeteria,Math_Building,Dorms,Cafeteria"
U0254_9,"Library,Dorms,Cafeteria,Math_Building"
U0255_1,"Dorms,Math_Building,Dorms,Cafeteria,CS_Building,Library,Cafeteria,Library"
U0255_10,"Dorms,Math_Building,Cafeteria,Math_Building,Student_Center,Library,Dorms,Library"
U0255_11,"Dorms,Cafeteria,CS_Building,Student_Center,Library"
U0255_12,"Dorms,Cafeteria,CS_Building,Library"
U0255_13,"Dorms,CS_Building,Library,Cafeteria,CS_Building,Cafeteria,Math_Building,Dorms"
U0255_14,"Library,Dorms,Math_Building,Cafeteria,CS_Building,Student_Center,Library"
U0255_2,"Dorms,Cafeteria,Math_Building,Dorms,Cafeteria,Math_Building"
U0255_3,"Student_Center,Dorms,Math_Building,Cafeteria,CS_Building"
U0255_4,"Dorms,CS_Building,Student_Center,Library,Cafeteria,Math_Building,Library,Dorms,Cafeteria,Math_Building,Library,Cafeteria,CS_Building"
U0255_5,"Dorms,Cafeteria,Math_Building,Cafeteria,Math_Building,Student_Center,Dorms,Library"
U0255_6,"Student_Center,Library,Student_Center"
U0255_7,"Dorms,Cafeteria,CS_Building,Library,Dorms,CS_Building,Cafeteria"
U0255_8,"Math_Building,Dorms,Math_Building,Library,Dorms"
U0255_9,"Student_Center,Library,Cafeteria,CS_Building,Cafeteria,CS_Building"
U0256_1,"Dorms,Cafeteria,CS_Building,Library"
U0256_10,"Dorms,Math_Building,Library,Dorms,Math_Building"
U0256_11,"Dorms,Cafeteria,CS_Building,Library,Cafeteria,CS_Building,Student_Center"
U0256_12,"Dorms,Cafeteria,Library,Dorms,CS_Building,Dorms,CS_Building"
U0256_13,"Student_Center,Dorms,Cafeteria,Math_Building,Student_Center,Dorms,CS_Building,Library"
U0256_14,"CS_Building,Student_Center,Library,Dorms,Library,Dorms,Library"
U0256_15,"Dorms,CS_Building,Student_Center,Gym,Dorms,Math_Building,Library,Gym"
U0256_2,"Dorms,Library,Dorms,CS_Building,Student_Center,Library,Student_Center"
U0256_3,"Dorms,Math_Building,Student_Center,Gym,Cafeteria,Student_Center"
U0256_4,"Dorms,Cafeteria,CS_Building,Student_Center,Library,Cafeteria"
U0256_5,"Dorms,Cafeteria,Library"
U0256_6,"Dorms,Cafeteria,Math_Building,Cafeteria,CS_Building,Cafeteria,Math_Building,Dorms"
U0256_7,"Gym,Dorms,Library,Gym,Cafeteria,Library,Gym,Dorms"
U0256_8,"Dorms,Library,Gym,Dorms,Cafeteria,Math_Building,Student_Center,Dorms"
U0256_9,"CS_Building,Cafeteria,CS_Building,Student_Center,Gym,Dorms,Cafeteria,CS_Building"
U0257_1,"Dorms,Cafeteria,CS_Building,Student_Center,Gym,Dorms"
U0257_10,"Dorms,Math_Building,Cafeteria"
U0257_11,"Cafeteria,Library,Cafeteria,CS_Building"
U0257_2,"Math_Building,Cafeteria,Student_Center,Library,Dorms,CS_Building,Dorms,Library,Dorms,Cafeteria,Library,Student_Center"
U0257_3,"Dorms,CS_Building,Cafeteria"
U0257_4,"Library,Dorms,CS_Building,Library,Dorms,Library,Dorms"
U0257_5,"Dorms,Math_Building,Cafeteria,Library"
U0257_6,"Dorms,CS_Building,Student_Center,Library,Cafeteria,CS_Building,Library"
U0257_7,"Cafeteria,Student_Center,Gym,Dorms,Cafeteria"
U0257_8,"Dorms,Cafeteria,Library,Student_Center,Dorms"
U0257_9,"Dorms,Cafeteria,CS_Building,Cafeteria,Math_Building,Library,Dorms,Cafeteria,CS_Building,Library"
U0258_1,"Dorms,Cafeteria,Library,Dorms,Cafeteria,CS_Building,Library"
U0258_10,"Dorms,Cafeteria,Math_Building,Student_Center,Gym"
U0258_11,"Dorms,CS_Building,Cafeteria,Math_Building,Student_Center"
U0258_12,"Gym,Dorms,Math_Building,Cafeteria,CS_Building,Cafeteria,Math_Building,Dorms,Cafeteria,CS_Building,Student_Center"
U0258_2,"Dorms,Cafeteria,Library,Dorms,Math_Building,Student_Center,Dorms"
U0258_3,"Dorms,Math_Building,Student_Center,Dorms,Library"
U0258_4,"CS_Building,Dorms,Cafeteria"
U0258_5,"Dorms,CS_Building,Student_Center,Dorms"
U0258_6,"Gym,Dorms,Math_Building,Student_Center,Dorms"
U0258_7,"Dorms,CS_Building,Library,Cafeteria,Math_Building,Student_Center,Dorms"
U0258_8,"Dorms,CS_Building,Library"
U0258_9,"Dorms,Cafeteria,CS_Building,Cafeteria,Math_Building,Student_Center"
U0259_1,"Math_Building,Student_Center,Gym,Dorms,CS_Building"
U0259_10,"Student_Center,Dorms,Cafeteria,Math_Building"
U0259_11,"Student_Center,Library,Gym"
U0259_12,"Dorms,Cafeteria,Library,Dorms,Cafeteria,Library"
U0259_13,"Dorms,Library,Cafeteria,Dorms,Cafeteria,Student_Center,Dorms,Cafeteria,Library,Student_Center,Library,Cafeteria,Math_Building,Dorms,CS_Building,Library"
U0259_2,"Dorms,Cafeteria,Student_Center,Gym"
U0259_3,"Dorms,Cafeteria,CS_Building,Library,Dorms,Cafeteria,Math_Building"
U0259_4,"Math_Building,Library,Gym,Dorms,Math_Building"
U0259_5,"Student_Center,Dorms,Cafeteria"
U0259_6,"Math_Building,Cafeteria,Math_Building,Library"
U0259_7,"Dorms,Cafeteria,Student_Center,Gym,Dorms"
U0259_8,"Dorms,Cafeteria,CS_Building,Gym,Dorms,Library,Cafeteria"
U0259_9,"Dorms,Math_Building,Student_Center"
U0260_1,"Dorms,Math_Building,Student_Center,Gym,Dorms"
U0260_10,"Dorms,Cafeteria,Math_Building"
U0260_11,"Gym,Dorms,CS_Building"
U0260_12,"Dorms,Library,Gym,Dorms,Cafeteria,CS_Building,Student_Center"
U0260_13,"Dorms,Cafeteria,CS_Building,Student_Center,Math_Building,Cafeteria,Library,Cafeteria,Math_Building,Library,Dorms"
U0260_14,"Dorms,Cafeteria,CS_Building,Cafeteria,CS_Building,Student_Center,Gym"
U0260_15,"Student_Center,Gym,Cafeteria,CS_Building,Library,Gym,Dorms,Cafeteria,Dorms,Cafeteria,Library,Dorms,Library,Student_Center,Gym,Dorms"
U0260_2,"Dorms,Library,Dorms,CS_Building,Library,Cafeteria"
U0260_3,"Dorms,Math_Building,Cafeteria"
U0260_4,"Dorms,Cafeteria,Student_Center,Dorms,Math_Building"
U0260_5,"CS_Building,Dorms,Library,Cafeteria,Library,Cafeteria,CS_Building,Student_Center"
U0260_6,"Math_Building,Student_Center,Library,Cafeteria"
U0260_7,"Dorms,CS_Building,Student_Center,Library,Dorms"
U0260_8,"Dorms,Cafeteria,CS_Building,Student_Center,Library,Dorms"
U0260_9,"Math_Building,Student_Center,Dorms"
U0261_1,"Dorms,Cafeteria,Math_Building,Student_Center,Dorms,CS_Building,Student_Center,Dorms,Cafeteria,CS_Building,Student_Center"
U0261_10,"Dorms,CS_Building,Cafeteria,Math_Building,Library,Dorms"
U0261_11,"Dorms,CS_Building,Student_Center,Dorms,Library"
U0261_12,"Dorms,Math_Building,Cafeteria,Math_Building,Cafeteria"
U0261_2,"Dorms,Math_Building,Library,Dorms,Library,Cafeteria,CS_Building,Library"
U0261_3,"Dorms,Cafeteria,CS_Building,Student_Center,Dorms,CS_Building,Student_Center"
U0261_4,"Dorms,Cafeteria,Math_Building,Student_Center,Library,Dorms,CS_Building"
U0261_5,"Dorms,Cafeteria,CS_Building,Student_Center,Library,Gym,Dorms,Math_Building"
U0261_6,"CS_Building,Library,Gym,Dorms,Cafeteria,CS_Building,Dorms,Cafeteria"
U0261_7,"Dorms,CS_Building,Library"
U0261_8,"Dorms,Cafeteria,Math_Building,Student_Center"
U0261_9,"Dorms,Math_Building,Cafeteria,Library,Cafeteria"
U0262_1,"Dorms,Library,Gym,Dorms,Library,Dorms,Cafeteria,Student_Center"
U0262_10,"Dorms,Cafeteria,Library,Dorms,CS_Building,Student_Center,Dorms,CS_Building"
U0262_11,"Dorms,Cafeteria,Math_Building,Dorms,Cafeteria"
U0262_12,"Dorms,Cafeteria,Library,Cafeteria,Math_Building"
U0262_13,"Dorms,Cafeteria,Library,Dorms,Math_Building,Student_Center,Library,Gym"
U0262_14,"Dorms,Cafeteria,CS_Building,Library,Dorms,Library,Gym,Dorms,Library,Dorms,Cafeteria"
U0262_2,"Dorms,CS_Building,Library,Dorms,Math_Building,Cafeteria,Math_Building"
U0262_3,"Dorms,CS_Building,Dorms,Cafeteria,CS_Building"
U0262_4,"Dorms,Library,Dorms"
U0262_5,"Dorms,CS_Building,Student_Center,Gym,Dorms,Cafeteria"
U0262_6,"CS_Building,Library,Dorms,Cafeteria,CS_Building"
U0262_7,"Dorms,Math_Building,Library"
U0262_8,"Dorms,Cafeteria,Math_Building,Cafeteria,Library,Gym,Dorms"
U0262_9,"Dorms,Cafeteria,Student_Center,Library,Cafeteria,CS_Building"
U0263_1,"Dorms,Math_Building,Student_Center,Library,Cafeteria,Math_Building"
U0263_10,"Dorms,Cafeteria,Math_Building,Dorms"
U0263_11,"Dorms,CS_Building,Dorms"
U0263_12,"Dorms,Cafeteria,Library,Gym"
U0263_13,"Dorms,Math_Building,Student_Center,Gym,Cafeteria,Math_Building,Cafeteria,Math_Building"
U0263_14,"Dorms,Math_Building,Library,Gym,Dorms"
U0263_15,"Library,Gym,Dorms,Cafeteria"
U0263_2,"Dorms,Cafeteria,Library,Cafeteria,Student_Center,Dorms,Library,Dorms"
U0263_3,"Dorms,Cafeteria,Math_Building,Dorms,Cafeteria"
U0263_4,"Cafeteria,CS_Building,Library,Cafeteria,Math_Building"
U0263_5,"Dorms,CS_Building,Cafeteria,Math_Building,Library"
U0263_6,"Dorms,Cafeteria,CS_Building,Library,Student_Center,Gym,Dorms,Dorms,Cafeteria,Student_Center,Gym,Dorms,Cafeteria,Math_Building,Student_Center"
U0263_7,"Dorms,CS_Building,Library,Dorms,Cafeteria,Library,Dorms,CS_Building"
U0263_8,"Dorms,Cafeteria,CS_Building,Library,Cafeteria"
U0263_9,"Dorms,Math_Building,Student_Center,Dorms,Math_Building,Cafeteria,Math_Building"
U0264_1,"Dorms,Library,Cafeteria,Math_Building,Dorms,Math_Building,Cafeteria,CS_Building"
U0264_10,"Dorms,Cafeteria,Math_Building,Cafeteria,Math_Building,Cafeteria"
U0264_11,"Cafeteria,CS_Building,Student_Center,Gym"
U0264_12,"Math_Building,Cafeteria,CS_Building"
U0264_2,"Cafeteria,Library,Gym,Dorms"
U0264_3,"Cafeteria,Student_Center,Gym,Dorms,Library,Student_Center,Gym,Dorms"
U0264_4,"Dorms,Cafeteria,CS_Building"
U0264_5,"Dorms,CS_Building,Library,Student_Center,Library,Dorms,Cafeteria"
U0264_6,"Dorms,Math_Building,Student_Center,Library,Dorms,CS_Building,Student_Center"
U0264_7,"Dorms,Cafeteria,Math_Building,Cafeteria,Math_Building"
U0264_8,"Dorms,Cafeteria,Math_Building,Student_Center,Dorms,CS_Building,Library"
U0264_9,"Dorms,Cafeteria,Student_Center,Dorms,Cafeteria,Student_Center,Dorms,CS_Building,Dorms,Cafeteria,Math_Building"
U0265_1,"Dorms,CS_Building,Cafeteria,Math_Building,Student_Center,Gym,Dorms,Math_Building"
U0265_10,"Dorms,Cafeteria,Math_Building,Cafeteria,Math_Building,Cafeteria,Math_Building,Dorms"
U0265_11,"Dorms,Cafeteria,CS_Building,Library"
U0265_12,"Dorms,Cafeteria,Math_Building,Student_Center,Dorms,Cafeteria,CS_Building,Student_Center"
U0265_13,"Dorms,CS_Building,Student_Center,Dorms,Math_Building"
U0265_2,"Cafeteria,Math_Building,Dorms,Math_Building,Student_Center,Dorms,Math_Building,Library,Student_Center,Dorms,CS_Building,Cafeteria,Library,Dorms"
U0265_3,"Dorms,Cafeteria,Library"
U0265_4,"Dorms,Library,Cafeteria"
U0265_5,"Dorms,Cafeteria,Library,Gym,Dorms,Cafeteria"
U0265_6,"Dorms,Cafeteria,Math_Building,Student_Center,Library,Dorms,Library,Cafeteria"
U0265_7,"Dorms,CS_Building,Library,Dorms,Cafeteria"
U0265_8,"CS_Building,Student_Center,Dorms,Cafeteria,Math_Building,Student_Center"
U0265_9,"Dorms,Cafeteria,Math_Building,Cafeteria,Student_Center,Dorms"
U0266_1,"Math_Building,Dorms,CS_Building"
U0266_10,"CS_Building,Cafeteria,Math_Building,Library,Cafeteria"
U0266_11,"Dorms,Math_Building,Library,Gym,Dorms,CS_Building"
U0266_12,"Dorms,Math_Building,Library,Gym,Dorms"
U0266_13,"Dorms,Cafeteria,CS_Building,Library,Cafeteria,Math_Building,Library"
U0266_14,"Dorms,CS_Building,Student_Center,Dorms,Cafeteria,CS_Building,Cafeteria,CS_Building"
U0266_15,"Dorms,Cafeteria,Student_Center,Dorms,Cafeteria,Math_Building"
U0266_16,"Dorms,CS_Building,Library,Dorms,Library,Cafeteria,CS_Building"
U0266_17,"Math_Building,Dorms,Math_Building,Dorms,Cafeteria,Math_Building,Dorms,Math_Building,Cafeteria,Student_Center,Dorms,Cafeteria,CS_Building,Student_Center"
U0266_2,"Dorms,Cafeteria,Student_Center,Dorms,Cafeteria,CS_Building"
U0266_3,"Dorms,Cafeteria,Library,Student_Center,Gym,Dorms,CS_Building,Library"
U0266_4,"Dorms,Math_Building,Student_Center,Gym,Cafeteria,CS_Building,Student_Center,Dorms"
U0266_5,"Dorms,Cafeteria,Student_Center,Library"
U0266_6,"Dorms,Math_Building,Cafeteria,Library,Cafeteria,Math_Building,Student_Center,Library"
U0266_7,"Dorms,Cafeteria,Student_Center,Dorms,Cafeteria,CS_Building"
U0266_8,"Dorms,Cafeteria,Math_Building"
U0266_9,"Dorms,Cafeteria,CS_Building,Student_Center,Dorms,Library,Dorms,Cafeteria"
U0267_1,"Dorms,Math_Building,Library,Cafeteria,Math_Building,Cafeteria"
U0267_10,"Dorms,Cafeteria,Library,Dorms,Cafeteria,CS_Building,Library,Dorms,CS_Building,Dorms,Cafeteria,Student_Center"
U0267_11,"Math_Building,Library,Cafeteria"
U0267_2,"Dorms,Math_Building,Student_Center,Dorms,Cafeteria,Student_Center,Dorms,Library,Dorms,Cafeteria,CS_Building"
U0267_3,"Gym,Dorms,CS_Building,Cafeteria,CS_Building,Library,Cafeteria"
U0267_4,"Dorms,Cafeteria,Student_Center,Library,Gym,Dorms,Cafeteria"
U0267_5,"Library,Cafeteria,Math_Building,Student_Center"
U0267_6,"Library,Student_Center,Dorms,Math_Building,Cafeteria,CS_Building,Dorms"
U0267_7,"Dorms,Math_Building,Student_Center,Dorms,Cafeteria"
U0267_8,"Gym,Dorms,Cafeteria,Dorms,Cafeteria,Math_Building,Cafeteria,Library,Gym,Cafeteria,Library"
U0267_9,"Dorms,Cafeteria,Math_Building,Dorms,CS_Building"
U0268_1,"Dorms,Cafeteria,CS_Building,Library,Cafeteria,Library,Dorms"
U0268_10,"Dorms,Cafeteria,Math_Building,Cafeteria,CS_Building"
U0268_11,"Dorms,Math_Building,Library,Dorms,CS_Building"
U0268_12,"CS_Building,Library,Student_Center,Library,Library,Dorms,Cafeteria,CS_Building,Dorms,CS_Building,Library,Dorms,Math_Building,Cafeteria,CS_Building"
U0268_2,"Cafeteria,Student_Center,Library,Gym,Dorms,Library"
U0268_3,"Dorms,Math_Building,Cafeteria,CS_Building,Library,Dorms"
U0268_4,"Dorms,CS_Building,Dorms,Library,Dorms,Cafeteria,CS_Building,Student_Center"
U0268_5,"Dorms,Math_Building,Student_Center,Library"
U0268_6,"Dorms,CS_Building,Student_Center,Gym,Dorms,Library"
U0268_7,"Gym,Dorms,Library,Dorms,Cafeteria,CS_Building,Student_Center"
U0268_8,"Dorms,Cafeteria,CS_Building,Cafeteria"
U0268_9,"Dorms,CS_Building,Student_Center"
U0269_1,"Dorms,Library,Gym,Dorms,Math_Building,Library,Cafeteria,CS_Building"
U0269_10,"Dorms,CS_Building,Cafeteria,CS_Building,Dorms,Dorms,Cafeteria,Math_Building,Student_Center"
U0269_2,"Dorms,Math_Building,Student_Center"
U0269_3,"Gym,Cafeteria,Library,Cafeteria,Student_Center,Gym,Dorms,Math_Building"
U0269_4,"Gym,Dorms,Math_Building"
U0269_5,"Student_Center,Dorms,Cafeteria,Library,Dorms"
U0269_6,"Dorms,Cafeteria,Math_Building,Student_Center"
U0269_7,"Dorms,Cafeteria,Student_Center,Gym,Cafeteria,Dorms,CS_Building,Library,Cafeteria,CS_Building"
U0269_8,"Dorms,CS_Building,Dorms,Cafeteria,Math_Building,Cafeteria,CS_Building,Dorms,CS_Building,Library,Student_Center,Library,Dorms,CS_Building"
U0269_9,"Dorms,Cafeteria,Library,Student_Center"
U0270_1,"Dorms,Math_Building,Student_Center,Gym,Dorms,CS_Building,Cafeteria"
U0270_10,"Dorms,Library,Cafeteria,Math_Building,Library,Gym"
U0270_11,"Dorms,CS_Building,Student_Center,Gym,Dorms,CS_Building"
U0270_12,"Dorms,CS_Building,Library,Dorms,Cafeteria"
U0270_13,"Dorms,CS_Building,Library,Dorms,Math_Building,Student_Center,Dorms,Math_Building"
U0270_14,"Dorms,Cafeteria,Math_Building,Cafeteria,Math_Building,Cafeteria,Math_Building,Cafeteria"
U0270_15,"Dorms,Math_Building,Dorms,Cafeteria,Library"
U0270_2,"Dorms,Math_Building,Dorms,Cafeteria,Library,Cafeteria,CS_Building,Library"
U0270_3,"Dorms,Cafeteria,CS_Building,Library,Dorms,Math_Building,Student_Center"
U0270_4,"CS_Building,Library,Cafeteria,CS_Building,Student_Center,Library,Cafeteria,Library"
U0270_5,"Dorms,Cafeteria,CS_Building,Cafeteria,CS_Building"
U0270_6,"Cafeteria,CS_Building,Dorms,CS_Building"
U0270_7,"Dorms,Cafeteria,CS_Building,Library,Dorms"
U0270_8,"Dorms,Cafeteria,CS_Building"
U0270_9,"Dorms,Cafeteria,Student_Center,Dorms,Cafeteria,CS_Building"
U0271_1,"Dorms,Cafeteria,Student_Center,Dorms,Cafeteria,Math_Building"
U0271_10,"Dorms,Cafeteria,Math_Building,Cafeteria,Library"
U0271_2,"Math_Building,Cafeteria,CS_Building"
U0271_3,"Dorms,Cafeteria,Math_Building,Student_Center"
U0271_4,"Dorms,CS_Building,Library,Gym,Dorms,Cafeteria,Library,Cafeteria,Gym,Dorms,CS_Building,Library,Student_Center,Dorms,CS_Building,Cafeteria"
U0271_5,"Dorms,CS_Building,Student_Center"
U0271_6,"Library,Gym,Dorms,Math_Building,Student_Center"
U0271_7,"Dorms,Cafeteria,Library,Cafeteria,Library,Dorms,CS_Building,Math_Building,Library,Dorms,Cafeteria,Math_Building,Cafeteria,CS_Building,Dorms,CS_Building,Library,Student_Center,Library,Cafeteria,CS_Building,Student_Center"
U0271_8,"Library,Cafeteria,CS_Building"
U0271_9,"Dorms,CS_Building,Library,Dorms,Library,Student_Center,Gym,Cafeteria"
U0272_1,"Library,Dorms,CS_Building,Student_Center,Library,Cafeteria,Student_Center,Library"
U0272_10,"Dorms,Cafeteria,Math_Building"
U0272_11,"Dorms,Library,Dorms,CS_Building,Cafeteria,Student_Center,Library,Dorms"
U0272_12,"Dorms,Cafeteria,Math_Building,Dorms,Cafeteria,Math_Building,Dorms"
U0272_13,"Math_Building,Student_Center,Gym,Cafeteria"
U0272_14,"Gym,Dorms,Cafeteria,Math_Building,Library,Cafeteria,Library,Gym"
U0272_2,"Dorms,Cafeteria,Math_Building,Library,Cafeteria"
U0272_3,"Dorms,Cafeteria,Math_Building"
U0272_4,"Dorms,Math_Building,Library,Cafeteria"
U0272_5,"Dorms,Cafeteria,CS_Building,Library,Gym,Cafeteria"
U0272_6,"CS_Building,Student_Center,Library,Student_Center,Dorms,Math_Building,Library,Dorms"
U0272_7,"Library,Gym,Dorms,CS_Building,Student_Center,Library,Gym"
U0272_8,"Math_Building,Student_Center,Dorms"
U0272_9,"Dorms,Math_Building,Cafeteria"
U0273_1,"Dorms,Cafeteria,CS_Building,Gym,Dorms,Math_Building,Dorms"
U0273_10,"Dorms,Cafeteria,CS_Building"
U0273_11,"Dorms,Cafeteria,Student_Center,Dorms,CS_Building,Dorms,Cafeteria"
U0273_12,"CS_Building,Library,Dorms,Cafeteria"
U0273_13,"Dorms,Cafeteria,CS_Building,Dorms,Cafeteria"
U0273_14,"Dorms,Library,Dorms"
U0273_15,"Dorms,Math_Building,Student_Center,Dorms"
U0273_16,"Dorms,Math_Building,Library,Dorms"
U0273_17,"Dorms,Cafeteria,Math_Building,Library"
U0273_2,"Dorms,CS_Building,Library,Dorms"
U0273_3,"Dorms,Cafeteria,Library,Cafeteria,Library,Cafeteria,Math_Building"
U0273_4,"Dorms,Cafeteria,Math_Building,Library,Gym"
U0273_5,"Student_Center,Gym,Cafeteria"
U0273_6,"CS_Building,Library,Dorms,Cafeteria"
U0273_7,"Dorms,Math_Building,Library,Dorms,Cafeteria,CS_Building,Student_Center"
U0273_8,"Dorms,Math_Building,Library,Student_Center,Dorms,Cafeteria,Math_Building"
U0273_9,"Dorms,Cafeteria,CS_Building,Student_Center,Gym,Dorms,CS_Building"
U0274_1,"Student_Center,Library,Cafeteria"
U0274_10,"Gym,Dorms,Math_Building"
U0274_11,"Dorms,Cafeteria,CS_Building"
U0274_12,"Dorms,CS_Building,Dorms,CS_Building,Dorms"
U0274_2,"Dorms,Cafeteria,CS_Building,Student_Center,Library,Cafeteria"
U0274_3,"Dorms,Library,Cafeteria,Library,Gym,Dorms,Math_Building,Dorms"
U0274_4,"Dorms,Math_Building,Student_Center,Dorms,Cafeteria,CS_Building,Student_Center,Dorms"
U0274_5,"Dorms,Cafeteria,Math_Building,Student_Center,Dorms,Cafeteria,Library,Cafeteria,Math_Building,Library,Dorms,CS_Building,Student_Center,Library,Dorms,Math_Building,Cafeteria,Math_Building"
U0274_6,"Dorms,Math_Building,Student_Center,Dorms,CS_Building,Library,Dorms,CS_Building,Student_Center,Library,Dorms"
U0274_7,"Dorms,Cafeteria,Math_Building"
U0274_8,"Dorms,Math_Building,Library,Cafeteria,Math_Building,Student_Center,Dorms,Cafeteria"
U0274_9,"Dorms,Cafeteria,CS_Building,Student_Center,Gym,Dorms"
U0275_1,"Dorms,Math_Building,Library,Cafeteria,Library,Dorms"
U0275_10,"Dorms,Cafeteria,Math_Building,Cafeteria"
U0275_11,"Dorms,CS_Building,Dorms,Math_Building,Dorms"
U0275_12,"Dorms,CS_Building,Library,Student_Center"
U0275_13,"Dorms,Cafeteria,CS_Building,Library,Student_Center,Dorms,Library"
U0275_14,"Dorms,Math_Building,Student_Center,Dorms,Cafeteria,Math_Building,Library,Cafeteria"
U0275_15,"Dorms,Cafeteria,Math_Building,Student_Center,Gym,Cafeteria,CS_Building,Cafeteria,CS_Building,Library,Gym"
U0275_2,"Library,Dorms,Cafeteria,Math_Building,Library,Gym,Dorms,CS_Building"
U0275_3,"Dorms,Math_Building,Cafeteria,Dorms,Cafeteria,CS_Building,Student_Center,Library,Cafeteria,Library,Gym,Dorms,Cafeteria,Math_Building,Student_Center,Dorms"
U0275_4,"Dorms,Cafeteria,Math_Building"
U0275_5,"Dorms,Cafeteria,CS_Building,Library,Gym,Dorms"
U0275_6,"Cafeteria,Library,Gym,Dorms,Cafeteria,Library,Gym"
U0275_7,"Dorms,Cafeteria,CS_Building,Student_Center,Gym,Dorms,Math_Building"
U0275_8,"Dorms,Cafeteria,Math_Building,Cafeteria,Math_Building"
